Disease	Link	Source	MSHOld	MSH.Top	Gene	GeneScore	Rank	pval2	snp_id	pvalue	SNP.Trait.Cnt	snp.ld	r2	eqtl	rdb	Cat.rdb	eCat	AAEffect	AAScore	Gene.Trait.Cnt	OrphID	PPterm	Name	MSH	ensembl_id
Myoglobinuria, acute recurrent, autosomal recessive,  	OMIM:268200	OMIM	myoglobinuria, acute recurrent, autosomal recessive	Musculoskeletal Diseases	LPIN1	6	1	0		NA	NA		NA						NA	NA	99845	myoglobinuria, acute recurrent, autosomal recessive		myoglobinuria, acute recurrent, autosomal recessive	ENSG00000134324
Myopathy due to CPT II deficiency,  	OMIM:255110	OMIM	carnitine palmitoyltransferase ii deficiency, late-onset	Musculoskeletal Diseases	CPT2	6	1	0		NA	NA		NA						NA	NA	228302	carnitine palmitoyltransferase ii deficiency, late-onset		carnitine palmitoyltransferase ii deficiency, late-onset	ENSG00000157184
Myopathy with lactic acidosis, hereditary,  	OMIM:255125	OMIM	myopathy with lactic acidosis, hereditary	Musculoskeletal Diseases	ISCU	6	1	0		NA	NA		NA						NA	NA	43115	myopathy with lactic acidosis, hereditary		myopathy with lactic acidosis, hereditary	ENSG00000136003
Myopathy, congenital, Compton-North,  	OMIM:612540	OMIM	myopathy, congenital, compton-north	Nervous System Diseases	CNTN1	6	1	0		NA	NA		NA						NA	NA	210163	myopathy, congenital, compton-north		myopathy, congenital, compton-north	ENSG00000018236
Myopathy, distal, with anterior tibial onset,  	OMIM:606768	OMIM	myopathy, distal, with anterior tibial onset	Musculoskeletal Diseases	DYSF	6	1	0		NA	NA		NA						NA	NA	178400	myopathy, distal, with anterior tibial onset		myopathy, distal, with anterior tibial onset	ENSG00000135636
Myopathy, early-onset, with fatal cardiomyopathy,  	OMIM:611705	OMIM	myopathy, early-onset, with fatal cardiomyopathy	Musculoskeletal Diseases	TTN	6	1	0		NA	NA		NA						NA	NA	289377	myopathy, early-onset, with fatal cardiomyopathy		myopathy, early-onset, with fatal cardiomyopathy	ENSG00000155657
Myopathy, lactic acidosis, and sideroblastic anemia 2,  	OMIM:613561	OMIM	myopathy with lactic acidosis and sideroblastic anemia	Musculoskeletal Diseases	YARS2	6	1	0		NA	NA		NA						NA	NA	2598	myopathy with lactic acidosis and sideroblastic anemia		myopathy with lactic acidosis and sideroblastic anemia	ENSG00000139131
Myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay,  	OMIM:613076	OMIM	myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay	Musculoskeletal Diseases	GFER	6	1	0		NA	NA		NA						NA	NA	330054	myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay		myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay	ENSG00000127554
Myopathy, myofibrillar, 2,  	OMIM:608810	OMIM	alpha-b crystallinopathy	Musculoskeletal Diseases	CRYAB	6	1	0		NA	NA		NA						NA	NA	98910	alpha-b crystallinopathy		alpha-b crystallinopathy	ENSG00000109846
Myopathy, myofibrillar, 5,  	OMIM:609524	OMIM	filaminopathy, autosomal dominant	Musculoskeletal Diseases	FLNC	6	1	0		NA	NA		NA						NA	NA	171445	filaminopathy, autosomal dominant		filaminopathy, autosomal dominant	ENSG00000128591
Myopathy, myosin storage,  	OMIM:608358	OMIM	myopathy, myosin storage	Musculoskeletal Diseases	MYH7	6	1	0		NA	NA		NA						NA	NA	53698	myopathy, myosin storage		myopathy, myosin storage	ENSG00000092054
Myopathy, proximal, with early respiratory muscle involvement,  	OMIM:603689	OMIM	hereditary myopathy with early respiratory failure	Musculoskeletal Diseases	TTN	6	1	0		NA	NA		NA						NA	NA	178464	hereditary myopathy with early respiratory failure		hereditary myopathy with early respiratory failure	ENSG00000155657
Myopathy, reducing body, X-linked, childhood-onset,  	OMIM:300718	OMIM	myopathy, reducing body, x-linked, childhood-onset	Musculoskeletal Diseases	FHL1	6	1	0		NA	NA		NA						NA	NA	97239	myopathy, reducing body, x-linked, childhood-onset		myopathy, reducing body, x-linked, childhood-onset	ENSG00000022267
Myopathy, reducing body, X-linked, severe early-onset,  	OMIM:300717	OMIM	myopathy, reducing body, x-linked, early-onset, severe	Musculoskeletal Diseases	FHL1	6	1	0		NA	NA		NA						NA	NA	97239	myopathy, reducing body, x-linked, early-onset, severe		myopathy, reducing body, x-linked, early-onset, severe	ENSG00000022267
Myopathy, spheroid body,  	OMIM:182920	OMIM	spheroid body myopathy	Musculoskeletal Diseases	MYOT	6	1	0		NA	NA		NA						NA	NA	268129	spheroid body myopathy		spheroid body myopathy	ENSG00000120729
Myopathy, X-linked, with postural muscle atrophy,  	OMIM:300696	OMIM	myopathy, x-linked, with postural muscle atrophy	Musculoskeletal Diseases	FHL1	6	1	0		NA	NA		NA						NA	NA	98863	myopathy, x-linked, with postural muscle atrophy		myopathy, x-linked, with postural muscle atrophy	ENSG00000022267
Myopathy, X-linked, with postural muscle atrophy,  	OMIM:300696	OMIM	myopathy, x-linked, with postural muscle atrophy	Musculoskeletal Diseases	FHL1	6	1	0		NA	NA		NA						NA	NA	178461	myopathy, x-linked, with postural muscle atrophy		myopathy, x-linked, with postural muscle atrophy	ENSG00000022267
Myopia 6,  	OMIM:608908	OMIM	myopia 6	Eye Diseases	SCO2	6	1	0		NA	NA		NA						NA	NA	98619	myopia 6		myopia 6	ENSG00000130489
Myosclerosis, congenital,  	OMIM:255600	OMIM	myosclerosis, autosomal recessive	Musculoskeletal Diseases	COL6A2	6	1	0		NA	NA		NA						NA	NA	289380	myosclerosis, autosomal recessive		myosclerosis, autosomal recessive	ENSG00000142173
Myotonia congenita, atypical, acetazolamide-responsive,  	OMIM:608390	OMIM	potassium aggravated myotonia	Musculoskeletal Diseases	SCN4A	6	1	0		NA	NA		NA						NA	NA	99736	potassium aggravated myotonia		potassium aggravated myotonia	ENSG00000007314
Myotonia congenita, atypical, acetazolamide-responsive,  	OMIM:608390	OMIM	potassium aggravated myotonia	Musculoskeletal Diseases	SCN4A	6	1	0		NA	NA		NA						NA	NA	99734	potassium aggravated myotonia		potassium aggravated myotonia	ENSG00000007314
Myotonia congenita, atypical, acetazolamide-responsive,  	OMIM:608390	OMIM	potassium aggravated myotonia	Musculoskeletal Diseases	SCN4A	6	1	0		NA	NA		NA						NA	NA	99735	potassium aggravated myotonia		potassium aggravated myotonia	ENSG00000007314
Myotonic dystrophy 1,  	OMIM:160900	OMIM	dystrophia myotonica 1	Musculoskeletal Diseases	DMPK	6	1	0		NA	NA		NA						NA	NA	273	dystrophia myotonica 1	Dystrophia Myotonica 1	Myotonic Dystrophy	ENSG00000104936
Myotonic dystrophy 2,  	OMIM:602668	OMIM	dystrophia myotonica 2	Musculoskeletal Diseases	CNBP	6	1	0		NA	NA		NA						NA	NA	606	dystrophia myotonica 2	Dystrophia Myotonica 2	Myotonic Dystrophy	ENSG00000169714
Myxoid liposarcoma,  	OMIM:613488	OMIM	liposarcoma, myxoid	Neoplasms	DDIT3	6	1	0		NA	NA		NA						NA	NA	99967	liposarcoma, myxoid	Liposarcoma, Myxoid	Liposarcoma, Myxoid	ENSG00000175197
Myxoma, intracardiac,  	OMIM:255960	OMIM	atrial myxoma, familial	Neoplasms	PRKAR1A	6	1	0		NA	NA		NA						NA	NA	615	atrial myxoma, familial		atrial myxoma, familial	ENSG00000108946
N-acetylglutamate synthase deficiency,  	OMIM:237310	OMIM	n-acetyl glutamate synthetase deficiency	Nervous System Diseases	NAGS	6	1	0		NA	NA		NA						NA	NA	927	n-acetyl glutamate synthetase deficiency		n-acetyl glutamate synthetase deficiency	ENSG00000161653
Naegeli-Franceschetti-Jadassohn syndrome,  	OMIM:161000	OMIM	naegeli syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	KRT14	6	1	0		NA	NA		NA						NA	NA	69087	naegeli syndrome		naegeli syndrome	ENSG00000186847
Nail-patella syndrome,  	OMIM:161200	OMIM	nail-patella syndrome	Musculoskeletal Diseases	LMX1B	6	1	0		NA	NA		NA						NA	NA	2614	nail-patella syndrome	Nail-Patella Syndrome	Nail-Patella Syndrome	ENSG00000136944
Nance-Horan syndrome,  	OMIM:302350	OMIM	nance-horan syndrome	Stomatognathic Diseases	NHS	6	1	0		NA	NA		NA						NA	NA	627	nance-horan syndrome		nance-horan syndrome	ENSG00000188158
Nanophthalmos 2,  	OMIM:609549	OMIM	nanophthalmos 2	Eye Diseases	MFRP	6	1	0		NA	NA		NA						NA	NA	35612	nanophthalmos 2		nanophthalmos 2	ENSG00000235718
Nasopharyngeal carcinoma,  	OMIM:607107	OMIM	nasopharyngeal carcinoma	Neoplasms	TP53	6	1	0		NA	NA		NA						NA	NA	NA	nasopharyngeal carcinoma		nasopharyngeal carcinoma	ENSG00000141510
Nasu-Hakola disease,  	OMIM:221770	OMIM	polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy	Virus Diseases	TREM2	6	1	0		NA	NA		NA						NA	NA	2770	polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy		polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy	ENSG00000095970
Nasu-Hakola disease,  	OMIM:221770	OMIM	polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy	Virus Diseases	TYROBP	6	1	0		NA	NA		NA						NA	NA	2770	polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy		polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy	ENSG00000011600
Naxos disease,  	OMIM:601214	OMIM	naxos disease	Cardiovascular Diseases	JUP	6	1	0		NA	NA		NA						NA	NA	34217	naxos disease		naxos disease	ENSG00000173801
Nemaline myopathy 1, autosomal dominant or recessive,  	OMIM:609284	OMIM	nemaline myopathy 1	Musculoskeletal Diseases	TPM3	6	1	0		NA	NA		NA						NA	NA	171881	nemaline myopathy 1		nemaline myopathy 1	ENSG00000143549
Nemaline myopathy 2, autosomal recessive,  	OMIM:256030	OMIM	nemaline myopathy 2	Musculoskeletal Diseases	NEB	6	1	0		NA	NA		NA						NA	NA	NA	nemaline myopathy 2		nemaline myopathy 2	ENSG00000183091
Nemaline myopathy 3, autosomal dominant or recessive,  	OMIM:161800	OMIM	nemaline myopathy 3	Musculoskeletal Diseases	ACTA1	6	1	0		NA	NA		NA						NA	NA	98904	nemaline myopathy 3		nemaline myopathy 3	ENSG00000143632
Nemaline myopathy 4, autosomal dominant,  	OMIM:609285	OMIM	nemaline myopathy 4	Musculoskeletal Diseases	TPM2	6	1	0		NA	NA		NA						NA	NA	171881	nemaline myopathy 4		nemaline myopathy 4	ENSG00000198467
Nemaline myopathy 5, Amish type,  	OMIM:605355	OMIM	nemaline myopathy 5	Musculoskeletal Diseases	TNNT1	6	1	0		NA	NA		NA						NA	NA	NA	nemaline myopathy 5		nemaline myopathy 5	ENSG00000105048
Nemaline myopathy 6, autosomal dominant,  	OMIM:609273	OMIM	nemaline myopathy 6	Musculoskeletal Diseases	KBTBD13	6	1	0		NA	NA		NA						NA	NA	NA	nemaline myopathy 6		nemaline myopathy 6	ENSG00000234438
Nemaline myopathy 7, autosomal recessive,  	OMIM:610687	OMIM	nemaline myopathy 7	Musculoskeletal Diseases	CFL2	6	1	0		NA	NA		NA						NA	NA	NA	nemaline myopathy 7		nemaline myopathy 7	ENSG00000165410
Nephrogenic syndrome of inappropriate antidiuresis,  	OMIM:300539	OMIM	nephrogenic syndrome of inappropriate antidiuresis	Nervous System Diseases	AVPR2	6	1	0		NA	NA		NA						NA	NA	93606	nephrogenic syndrome of inappropriate antidiuresis		nephrogenic syndrome of inappropriate antidiuresis	ENSG00000126895
Nephrolithiasis, type I,  	OMIM:310468	OMIM	nephrolithiasis, x-linked recessive, with renal failure	Male Urogenital Diseases	CLCN5	6	1	0		NA	NA		NA						NA	NA	93622	nephrolithiasis, x-linked recessive, with renal failure		nephrolithiasis, x-linked recessive, with renal failure	ENSG00000171365
Nephronophthisis 1, juvenile,  	OMIM:256100	OMIM	nephronophthisis, familial juvenile	Male Urogenital Diseases	NPHP1	6	1	0		NA	NA		NA						NA	NA	NA	nephronophthisis, familial juvenile		nephronophthisis, familial juvenile	ENSG00000144061
Nephronophthisis 2, infantile,  	OMIM:602088	OMIM	nephronophthisis 2	Male Urogenital Diseases	INVS	6	1	0		NA	NA		NA						NA	NA	NA	nephronophthisis 2		nephronophthisis 2	ENSG00000119509
Nephronophthisis 3,  	OMIM:604387	OMIM	nephronophthisis 3	Male Urogenital Diseases	NPHP3	6	1	0		NA	NA		NA						NA	NA	NA	nephronophthisis 3		nephronophthisis 3	ENSG00000113971
Nephronophthisis 4,  	OMIM:606966	OMIM	nephronophthisis 4	Male Urogenital Diseases	NPHP4	6	1	0		NA	NA		NA						NA	NA	NA	nephronophthisis 4		nephronophthisis 4	ENSG00000131697
Nephronophthisis 7,  	OMIM:611498	OMIM	nephronophthisis 7	Male Urogenital Diseases	GLIS2	6	1	0		NA	NA		NA						NA	NA	NA	nephronophthisis 7		nephronophthisis 7	ENSG00000126603
Nephropathy with pretibial epidermolysis bullosa and deafness,  	OMIM:609057	OMIM	nephropathy with pretibial epidermolysis bullosa and deafness	Otorhinolaryngologic Diseases	CD151	6	1	0		NA	NA		NA						NA	NA	300333	nephropathy with pretibial epidermolysis bullosa and deafness		nephropathy with pretibial epidermolysis bullosa and deafness	ENSG00000177697
Nephrotic syndrome, type 1,  	OMIM:256300	OMIM	nephrosis, congenital	Male Urogenital Diseases	NPHS1	6	1	0		NA	NA		NA						NA	NA	839	nephrosis, congenital		nephrosis, congenital	ENSG00000161270
Nephrotic syndrome, type 2,  	OMIM:600995	OMIM	nephrotic syndrome, idiopathic, steroid-resistant	Male Urogenital Diseases	NPHS2	6	1	0		NA	NA		NA						NA	NA	93216	nephrotic syndrome, idiopathic, steroid-resistant		nephrotic syndrome, idiopathic, steroid-resistant	ENSG00000116218
Nephrotic syndrome, type 2,  	OMIM:600995	OMIM	nephrotic syndrome, idiopathic, steroid-resistant	Male Urogenital Diseases	NPHS2	6	1	0		NA	NA		NA						NA	NA	93213	nephrotic syndrome, idiopathic, steroid-resistant		nephrotic syndrome, idiopathic, steroid-resistant	ENSG00000116218
Netherton syndrome,  	OMIM:256500	OMIM	netherton syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	SPINK5	6	1	0		NA	NA		NA						NA	NA	634	netherton syndrome	Netherton Syndrome	Netherton Syndrome	ENSG00000133710
Neural tube defects,  	OMIM:182940	OMIM	neural tube defects	Nervous System Diseases	FUZ	6	1	0		NA	NA		NA						NA	NA	NA	neural tube defects	Neural Tube Defects	Neural Tube Defects	ENSG00000010361
Neural tube defects,  	OMIM:182940	OMIM	neural tube defects	Nervous System Diseases	VANGL1	6	1	0		NA	NA		NA						NA	NA	NA	neural tube defects	Neural Tube Defects	Neural Tube Defects	ENSG00000173218
Neurodegeneration due to cerebral folate transport deficiency,  	OMIM:613068	OMIM	neurodegeneration due to cerebral folate transport deficiency	Nervous System Diseases	FOLR1	6	1	0		NA	NA		NA						NA	NA	217382	neurodegeneration due to cerebral folate transport deficiency		neurodegeneration due to cerebral folate transport deficiency	ENSG00000110195
Neurodegeneration with brain iron accumulation 1,  	OMIM:234200	OMIM	pantothenate kinase-associated neurodegeneration	Nervous System Diseases	PANK2	6	1	0		NA	NA		NA						NA	NA	NA	pantothenate kinase-associated neurodegeneration	Pantothenate Kinase-Associated Neurodegeneration	Pantothenate Kinase-Associated Neurodegeneration	ENSG00000125779
Neuroepithelioma,  	OMIM:612219	OMIM	sarcoma, ewing	Neoplasms	EWSR1	6	1	0		NA	NA		NA						NA	NA	319	sarcoma, ewing	Sarcoma, Ewing	Sarcoma, Ewing	ENSG00000182944
Neurofibromatosis-Noonan syndrome,  	OMIM:601321	OMIM	neurofibromatosis-noonan syndrome	Neoplasms	NF1	6	1	0		NA	NA		NA						NA	NA	NA	neurofibromatosis-noonan syndrome		neurofibromatosis-noonan syndrome	ENSG00000196712
Neurofibromatosis, familial spinal,  	OMIM:162210	OMIM	neurofibromatosis, familial spinal	Neoplasms	NF1	6	1	0		NA	NA		NA						NA	NA	79429	neurofibromatosis, familial spinal		neurofibromatosis, familial spinal	ENSG00000196712
Neurofibromatosis, familial spinal,  	OMIM:162210	OMIM	neurofibromatosis, familial spinal	Neoplasms	NF1	6	1	0		NA	NA		NA						NA	NA	636	neurofibromatosis, familial spinal		neurofibromatosis, familial spinal	ENSG00000196712
Neurofibromatosis, type 1,  	OMIM:162200	OMIM	neurofibromatosis 1	Neoplasms	NF1	6	1	0		NA	NA		NA						NA	NA	636	neurofibromatosis 1	Neurofibromatosis 1	Neurofibromatosis 1	ENSG00000196712
Neurofibromatosis, type 2,  	OMIM:101000	OMIM	neurofibromatosis 2	Neoplasms	NF2	6	1	0		NA	NA		NA						NA	NA	637	neurofibromatosis 2	Neurofibromatosis 2	Neurofibromatosis 2	ENSG00000186575
Neuromuscular disease, congenital, with uniform type 1 fiber,  	OMIM:117000	OMIM	myopathy, central core	Musculoskeletal Diseases	RYR1	6	1	0		NA	NA		NA						NA	NA	178145	myopathy, central core	Myopathy, Central Core	Myopathy, Central Core	ENSG00000196218
Neuromuscular disease, congenital, with uniform type 1 fiber,  	OMIM:117000	OMIM	myopathy, central core	Musculoskeletal Diseases	RYR1	6	1	0		NA	NA		NA						NA	NA	597	myopathy, central core	Myopathy, Central Core	Myopathy, Central Core	ENSG00000196218
Neuronopathy, distal hereditary motor, type VI,  	OMIM:604320	OMIM	spinal muscular atrophy with respiratory distress 1	Respiratory Tract Diseases	IGHMBP2	6	1	0		NA	NA		NA						NA	NA	98920	spinal muscular atrophy with respiratory distress 1		spinal muscular atrophy with respiratory distress 1	ENSG00000132740
Neuropathy, congenital hypomyelinating,  	OMIM:605253	OMIM	charcot-marie-tooth disease, type 4e	Nervous System Diseases	MPZ	6	1	0		NA	NA		NA						NA	NA	NA	charcot-marie-tooth disease, type 4e		charcot-marie-tooth disease, type 4e	ENSG00000158887
Neuropathy, congenital hypomyelinating, 1,  	OMIM:605253	OMIM	charcot-marie-tooth disease, type 4e	Nervous System Diseases	EGR2	6	1	0		NA	NA		NA						NA	NA	99951	charcot-marie-tooth disease, type 4e		charcot-marie-tooth disease, type 4e	ENSG00000122877
Neuropathy, distal hereditary motor, type IIB,  	OMIM:608634	OMIM	neuronopathy, distal hereditary motor, type iib	Nervous System Diseases	HSPB1	6	1	0		NA	NA		NA						NA	NA	139525	neuronopathy, distal hereditary motor, type iib		neuronopathy, distal hereditary motor, type iib	ENSG00000106211
Neuropathy, distal hereditary motor, type VIIB,  	OMIM:607641	OMIM	neuronopathy, distal hereditary motor, type viib	Nervous System Diseases	DCTN1	6	1	0		NA	NA		NA						NA	NA	139589	neuronopathy, distal hereditary motor, type viib		neuronopathy, distal hereditary motor, type viib	ENSG00000204843
Neuropathy, hereditary motor and sensory, Russe type,  	OMIM:605285	OMIM	neuropathy, hereditary motor and sensory, russe type	Nervous System Diseases	HK1	6	1	0		NA	NA		NA						NA	NA	99953	neuropathy, hereditary motor and sensory, russe type		neuropathy, hereditary motor and sensory, russe type	ENSG00000156515
Neuropathy, hereditary sensory and autonomic, type IIB,  	OMIM:613115	OMIM	neuropathy, hereditary sensory and autonomic, type iib	Nervous System Diseases	FAM134B	6	1	0		NA	NA		NA						NA	NA	970	neuropathy, hereditary sensory and autonomic, type iib		neuropathy, hereditary sensory and autonomic, type iib	ENSG00000154153
Neuropathy, hereditary sensory, with spastic paraplegia,  	OMIM:256840	OMIM	neuropathy, hereditary sensory, with spastic paraplegia, autosomal recessive	Nervous System Diseases	CCT5	6	1	0		NA	NA		NA						NA	NA	139578	neuropathy, hereditary sensory, with spastic paraplegia, autosomal recessive		neuropathy, hereditary sensory, with spastic paraplegia, autosomal recessive	ENSG00000150753
Neutral lipid storage disease with myopathy,  	OMIM:610717	OMIM	neutral lipid storage disease with myopathy	Musculoskeletal Diseases	PNPLA2	6	1	0		NA	NA		NA						NA	NA	98908	neutral lipid storage disease with myopathy		neutral lipid storage disease with myopathy	ENSG00000177666
Neutropenia, cyclic,  	OMIM:162800	OMIM	cyclic neutropenia	Hemic and Lymphatic Diseases	ELANE	6	1	0		NA	NA		NA						NA	NA	2686	cyclic neutropenia		cyclic neutropenia	ENSG00000197561
Neutropenia, severe congenital, X-linked,  	OMIM:300299	OMIM	neutropenia, severe congenital, x-linked	Hemic and Lymphatic Diseases	WAS	6	1	0		NA	NA		NA						NA	NA	86788	neutropenia, severe congenital, x-linked		neutropenia, severe congenital, x-linked	ENSG00000015285
Neutrophil immunodeficiency syndrome,  	OMIM:608203	OMIM	neutrophil immunodeficiency syndrome	Immune System Diseases	RAC2	6	1	0		NA	NA		NA						NA	NA	183707	neutrophil immunodeficiency syndrome		neutrophil immunodeficiency syndrome	ENSG00000128340
Neutrophilia, hereditary,  	OMIM:162830	OMIM	neutrophilia, hereditary	Hemic and Lymphatic Diseases	CSF3R	6	1	0		NA	NA		NA						NA	NA	279943	neutrophilia, hereditary		neutrophilia, hereditary	ENSG00000119535
Nevus, epidermal, somatic,  	OMIM:162900	OMIM	nevus, epidermal	Neoplasms	FGFR3	6	1	0		NA	NA		NA						NA	NA	NA	nevus, epidermal		nevus, epidermal	ENSG00000068078
Nevus, epidermal, somatic,  	OMIM:162900	OMIM	nevus, epidermal	Neoplasms	PIK3CA	6	1	0		NA	NA		NA						NA	NA	NA	nevus, epidermal		nevus, epidermal	ENSG00000121879
Newfoundland rod-cone dystrophy,  	OMIM:607476	OMIM	newfoundland rod-cone dystrophy	Eye Diseases	RLBP1	6	1	0		NA	NA		NA						NA	NA	NA	newfoundland rod-cone dystrophy		newfoundland rod-cone dystrophy	ENSG00000140522
Niemann-Pick disease, type A,  	OMIM:257200	OMIM	niemann-pick disease, type a	Nervous System Diseases	SMPD1	6	1	0		NA	NA		NA						NA	NA	77292	niemann-pick disease, type a	Niemann-Pick Disease, Type A	Niemann-Pick Disease, Type A	ENSG00000166311
Niemann-Pick disease, type B,  	OMIM:607616	OMIM	niemann-pick disease, type b	Nervous System Diseases	SMPD1	6	1	0		NA	NA		NA						NA	NA	77293	niemann-pick disease, type b	Niemann-Pick Disease, Type B	Niemann-Pick Disease, Type B	ENSG00000166311
Niemann-pick disease, type C2,  	OMIM:607625	OMIM	niemann-pick disease, type c2	Nervous System Diseases	NPC2	6	1	0		NA	NA		NA						NA	NA	NA	niemann-pick disease, type c2		niemann-pick disease, type c2	ENSG00000119655
Niemann-Pick disease, type D,  	OMIM:257220	OMIM	niemann-pick disease, type c	Nervous System Diseases	NPC1	6	1	0		NA	NA		NA						NA	NA	NA	niemann-pick disease, type c	Niemann-Pick Disease, Type C	Niemann-Pick Disease, Type C	ENSG00000141458
Night blindness, congenital stationary, autosomal dominant 1,  	OMIM:610445	OMIM	night blindness, congenital stationary, autosomal dominant 1	Eye Diseases	RHO	6	1	0		NA	NA		NA						NA	NA	215	night blindness, congenital stationary, autosomal dominant 1		night blindness, congenital stationary, autosomal dominant 1	ENSG00000163914
Night blindness, congenital stationary, autosomal dominant 2,  	OMIM:163500	OMIM	night blindness, congenital stationary, autosomal dominant 2	Eye Diseases	PDE6B	6	1	0		NA	NA		NA						NA	NA	215	night blindness, congenital stationary, autosomal dominant 2		night blindness, congenital stationary, autosomal dominant 2	ENSG00000133256
Night blindness, congenital stationary, autosomal dominant 3,  	OMIM:610444	OMIM	night blindness, congenital stationary, autosomal dominant 3	Eye Diseases	GNAT1	6	1	0		NA	NA		NA						NA	NA	215	night blindness, congenital stationary, autosomal dominant 3		night blindness, congenital stationary, autosomal dominant 3	ENSG00000114349
Nijmegen breakage syndrome-like disorder,  	OMIM:613078	OMIM	nijmegen breakage syndrome-like disorder	Musculoskeletal Diseases	RAD50	6	1	0		NA	NA		NA						NA	NA	240760	nijmegen breakage syndrome-like disorder		nijmegen breakage syndrome-like disorder	ENSG00000113522
Nijmegen breakage syndrome,  	OMIM:251260	OMIM	nijmegen breakage syndrome	Nutritional and Metabolic Diseases	NBN	6	1	0		NA	NA		NA						NA	NA	647	nijmegen breakage syndrome	Nijmegen Breakage Syndrome	Nijmegen Breakage Syndrome	ENSG00000104320
Non-Hodgkin lymphoma, somatic,  	OMIM:605027	OMIM	lymphoma, non-hodgkin	Neoplasms	CASP10	6	1	0		NA	NA		NA						NA	NA	NA	lymphoma, non-hodgkin	Lymphoma, Non-Hodgkin	Lymphoma, Non-Hodgkin	ENSG00000003400
Nonaka myopathy,  	OMIM:605820	OMIM	distal myopathy, nonaka type	Musculoskeletal Diseases	GNE	6	1	0		NA	NA		NA						NA	NA	602	distal myopathy, nonaka type		distal myopathy, nonaka type	ENSG00000159921
Noonan syndrome 1,  	OMIM:163950	OMIM	noonan syndrome	Musculoskeletal Diseases	PTPN11	6	1	0		NA	NA		NA						NA	NA	648	noonan syndrome	Noonan Syndrome	Noonan Syndrome	ENSG00000179295
Noonan syndrome 3,  	OMIM:609942	OMIM	noonan syndrome 3	Musculoskeletal Diseases	KRAS	6	1	0		NA	NA		NA						NA	NA	648	noonan syndrome 3		noonan syndrome 3	ENSG00000133703
Noonan syndrome 4,  	OMIM:610733	OMIM	noonan syndrome 4	Musculoskeletal Diseases	SOS1	6	1	0		NA	NA		NA						NA	NA	648	noonan syndrome 4		noonan syndrome 4	ENSG00000115904
Noonan syndrome 5,  	OMIM:611553	OMIM	noonan syndrome 5	Musculoskeletal Diseases	RAF1	6	1	0		NA	NA		NA						NA	NA	648	noonan syndrome 5		noonan syndrome 5	ENSG00000132155
Noonan syndrome 6,  	OMIM:613224	OMIM	noonan syndrome 6	Musculoskeletal Diseases	NRAS	6	1	0		NA	NA		NA						NA	NA	648	noonan syndrome 6		noonan syndrome 6	ENSG00000213281
Norrie disease,  	OMIM:310600	OMIM	norrie disease	Nervous System Diseases	NDP	6	1	0		NA	NA		NA						NA	NA	649	norrie disease		norrie disease	ENSG00000124479
Norum disease,  	OMIM:245900	OMIM	lecithin acyltransferase deficiency	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	LCAT	6	1	0		NA	NA		NA						NA	NA	79293	lecithin acyltransferase deficiency		lecithin acyltransferase deficiency	ENSG00000213398
Nystagmus, infantile periodic alternating, X-linked,  	OMIM:310700	OMIM	nystagmus 1, congenital, x- linked	Nervous System Diseases	FRMD7	6	1	0		NA	NA		NA						NA	NA	NA	nystagmus 1, congenital, x- linked		nystagmus 1, congenital, x- linked	ENSG00000165694
Obesity, adrenal insufficiency, and red hair due to POMC deficiency,  	OMIM:609734	OMIM	proopiomelanocortin deficiency	Nutritional and Metabolic Diseases	POMC	6	1	0		NA	NA		NA						NA	NA	71526	proopiomelanocortin deficiency		proopiomelanocortin deficiency	ENSG00000115138
Obesity, autosomal dominant,  	OMIM:601665	OMIM	obesity	Nutritional and Metabolic Diseases	MC4R	6	1	0		NA	NA		NA						NA	NA	71529	obesity	Obesity	Obesity	ENSG00000166603
Obesity, mild, early-onset,  	OMIM:601665	OMIM	obesity	Nutritional and Metabolic Diseases	NR0B2	6	1	0		NA	NA		NA						NA	NA	NA	obesity	Obesity	Obesity	ENSG00000131910
Obesity, severe,  	OMIM:601665	OMIM	obesity	Nutritional and Metabolic Diseases	PPARG	6	1	0		NA	NA		NA						NA	NA	NA	obesity	Obesity	Obesity	ENSG00000132170
Obesity, severe,  	OMIM:601665	OMIM	obesity	Nutritional and Metabolic Diseases	SIM1	6	1	0		NA	NA		NA						NA	NA	NA	obesity	Obesity	Obesity	ENSG00000112246
Occipital horn syndrome,  	OMIM:304150	OMIM	occipital horn syndrome	Cardiovascular Diseases	ATP7A	6	1	0		NA	NA		NA						NA	NA	198	occipital horn syndrome		occipital horn syndrome	ENSG00000165240
