MSH	ensembl_id	lApprovedUS.EU	Phase.Latest	First.Added	Inactive	symbol
Polymyalgia Rheumatica	ENSG00000113580	TRUE	Approved	NA	FALSE	NR3C1
Polymyalgia Rheumatica	ENSG00000125538	FALSE	Phase II Clinical Trial	2003-12-08	FALSE	IL1B
Polymyalgia Rheumatica	ENSG00000136244	FALSE	unknown	2007-08-23	TRUE	IL6
Polymyalgia Rheumatica	ENSG00000160712	FALSE	Preclinical	2007-11-29	FALSE	IL6R
Polymyositis	ENSG00000088832	TRUE	Approved	NA	FALSE	FKBP1A
Polymyositis	ENSG00000101916	FALSE	unknown	2012-03-16	TRUE	TLR8
Polymyositis	ENSG00000113580	TRUE	Approved	NA	FALSE	NR3C1
Polymyositis	ENSG00000114013	FALSE	Phase III Clinical Trial	1992-11-15	FALSE	CD86
Polymyositis	ENSG00000121594	FALSE	Phase III Clinical Trial	1992-11-15	FALSE	CD80
Polymyositis	ENSG00000125538	FALSE	Phase II Clinical Trial	2006-01-18	TRUE	IL1B
Polymyositis	ENSG00000170989	FALSE	unknown	2006-12-07	TRUE	S1PR1
Polymyositis	ENSG00000180739	FALSE	unknown	2006-12-07	TRUE	S1PR5
Polymyositis	ENSG00000183735	FALSE	Preclinical	2009-10-14	TRUE	TBK1
Polymyositis	ENSG00000196664	FALSE	unknown	2012-03-16	TRUE	TLR7
Polymyositis	ENSG00000239732	FALSE	unknown	2012-03-16	TRUE	TLR9
Polymyositis	ENSG00000239961	FALSE	Phase I Clinical Trial	2010-01-21	FALSE	LILRA4
Polymyositis	ENSG00000263528	FALSE	Preclinical	2009-10-14	TRUE	IKBKE
Polyradiculoneuropathy, Chronic Inflammatory Demyelinating	ENSG00000125910	FALSE	Phase III Clinical Trial	1997-12-15	FALSE	S1PR4
Polyradiculoneuropathy, Chronic Inflammatory Demyelinating	ENSG00000159110	FALSE	unknown	NA	TRUE	IFNAR2
Polyradiculoneuropathy, Chronic Inflammatory Demyelinating	ENSG00000170989	FALSE	Phase III Clinical Trial	1997-12-15	FALSE	S1PR1
Polyradiculoneuropathy, Chronic Inflammatory Demyelinating	ENSG00000180739	FALSE	Phase III Clinical Trial	1997-12-15	FALSE	S1PR5
Polyradiculoneuropathy, Chronic Inflammatory Demyelinating	ENSG00000213694	FALSE	Phase III Clinical Trial	1997-12-15	FALSE	S1PR3
Polyradiculoneuropathy, Chronic Inflammatory Demyelinating	ENSG00000242950	FALSE	Preclinical	2007-07-20	FALSE	ERVW-1
Porphyrias	ENSG00000023330	FALSE	Phase III Clinical Trial	2013-01-09	FALSE	ALAS1
Porphyrias	ENSG00000122861	FALSE	unknown	1995-02-15	TRUE	PLAU
Porphyrias	ENSG00000256269	FALSE	Phase III Clinical Trial	2000-11-07	TRUE	HMBS
Porphyrias	ENSG00000258839	TRUE	Approved	2003-06-05	TRUE	MC1R
Postcholecystectomy Syndrome	ENSG00000133019	TRUE	Approved	NA	FALSE	CHRM3
Postcholecystectomy Syndrome	ENSG00000168539	TRUE	Approved	NA	FALSE	CHRM1
Postcholecystectomy Syndrome	ENSG00000180720	TRUE	Approved	NA	FALSE	CHRM4
Postcholecystectomy Syndrome	ENSG00000181072	TRUE	Approved	NA	FALSE	CHRM2
Postgastrectomy Syndromes	ENSG00000164270	FALSE	Phase II Clinical Trial	NA	TRUE	HTR4
Postgastrectomy Syndromes	ENSG00000166736	FALSE	Phase II Clinical Trial	NA	TRUE	HTR3A
Postoperative Nausea and Vomiting	ENSG00000082556	FALSE	Phase II Clinical Trial	2016-10-24	FALSE	OPRK1
Postoperative Nausea and Vomiting	ENSG00000112038	FALSE	Phase II Clinical Trial	2016-10-24	FALSE	OPRM1
Postoperative Nausea and Vomiting	ENSG00000115353	TRUE	Approved	1995-12-15	TRUE	TACR1
Postoperative Nausea and Vomiting	ENSG00000149295	TRUE	Approved	1992-09-15	FALSE	DRD2
Postoperative Nausea and Vomiting	ENSG00000151577	FALSE	Pre-registration	2010-07-15	FALSE	DRD3
Postoperative Nausea and Vomiting	ENSG00000164270	TRUE	Approved	1990-10-15	TRUE	HTR4
Postoperative Nausea and Vomiting	ENSG00000166736	TRUE	Approved	1990-07-15	TRUE	HTR3A
Postpartum Hemorrhage	ENSG00000115474	FALSE	Preclinical	2014-07-25	TRUE	KCNJ13
Postpartum Hemorrhage	ENSG00000180914	TRUE	Approved	2014-09-26	FALSE	OXTR
Postpoliomyelitis Syndrome	ENSG00000140443	FALSE	Preclinical	NA	TRUE	IGF1R
Pouchitis	ENSG00000090339	FALSE	Pre-registration	1993-07-15	FALSE	ICAM1
Pouchitis	ENSG00000239732	FALSE	Pre-registration	1993-07-15	FALSE	TLR9
Prader-Willi Syndrome	ENSG00000010810	FALSE	Preclinical	2016-10-05	TRUE	FYN
Prader-Willi Syndrome	ENSG00000043591	FALSE	Phase II Clinical Trial	2014-10-31	FALSE	ADRB1
Prader-Willi Syndrome	ENSG00000101180	FALSE	Phase I Clinical Trial	2012-06-05	TRUE	HRH3
Prader-Willi Syndrome	ENSG00000103546	FALSE	Phase II Clinical Trial	2014-10-31	FALSE	SLC6A2
Prader-Willi Syndrome	ENSG00000108576	FALSE	Phase II Clinical Trial	2014-10-31	FALSE	SLC6A4
Prader-Willi Syndrome	ENSG00000111142	FALSE	Phase II Clinical Trial	1998-07-15	TRUE	METAP2
Prader-Willi Syndrome	ENSG00000112964	TRUE	Approved	2014-01-21	FALSE	GHR
Prader-Willi Syndrome	ENSG00000121853	FALSE	Phase II Clinical Trial	2005-05-16	TRUE	GHSR
Prader-Willi Syndrome	ENSG00000142319	FALSE	Phase II Clinical Trial	2014-10-31	FALSE	SLC6A3
Prader-Willi Syndrome	ENSG00000166603	FALSE	Phase II Clinical Trial	2009-01-09	FALSE	MC4R
Prader-Willi Syndrome	ENSG00000180914	FALSE	Phase II Clinical Trial	2013-12-02	TRUE	OXTR
Pre-Eclampsia	ENSG00000019582	FALSE	Preclinical	2010-02-11	TRUE	CD74
Pre-Eclampsia	ENSG00000117298	FALSE	Preclinical	1995-10-15	TRUE	ECE1
Pre-Eclampsia	ENSG00000117601	FALSE	Phase III Clinical Trial	1993-08-15	FALSE	SERPINC1
Pre-Eclampsia	ENSG00000119630	FALSE	Preclinical	2017-03-16	FALSE	PGF
Pre-Eclampsia	ENSG00000136160	FALSE	Preclinical	1995-12-15	TRUE	EDNRB
Pre-Eclampsia	ENSG00000151617	FALSE	Preclinical	1995-12-15	TRUE	EDNRA
Pre-Eclampsia	ENSG00000163399	FALSE	Phase III Clinical Trial	1993-08-15	TRUE	ATP1A1
Pre-Eclampsia	ENSG00000171509	FALSE	Phase II Clinical Trial	2007-10-23	TRUE	RXFP1
Pre-Eclampsia	ENSG00000196549	FALSE	Preclinical	1995-10-15	TRUE	MME
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000000938	FALSE	Phase I Clinical Trial	2007-10-29	FALSE	FGR
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000004468	FALSE	Phase II Clinical Trial	2008-02-12	FALSE	CD38
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000004487	FALSE	Phase I Clinical Trial	2008-07-31	FALSE	KDM1A
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000010671	FALSE	Phase II Clinical Trial	2014-01-01	FALSE	BTK
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000010810	FALSE	Phase II Clinical Trial	2004-07-20	FALSE	FYN
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000012124	TRUE	Approved	1993-08-15	TRUE	CD22
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000037280	FALSE	unknown	2005-06-27	TRUE	FLT4
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000044524	FALSE	Phase II Clinical Trial	2004-03-23	FALSE	EPHA3
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000048462	FALSE	Phase I Clinical Trial	2012-01-25	FALSE	TNFRSF17
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000066468	TRUE	Approved	2005-06-27	TRUE	FGFR2
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000068024	FALSE	Phase I Clinical Trial	2002-06-10	FALSE	HDAC4
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000068078	TRUE	Approved	2005-06-27	TRUE	FGFR3
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000070501	FALSE	Phase II Clinical Trial	1996-08-15	TRUE	POLB
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000077097	FALSE	unknown	1994-06-15	TRUE	TOP2B
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000077238	FALSE	unknown	2001-02-19	TRUE	IL4R
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000077782	TRUE	Approved	2005-06-27	TRUE	FGFR1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000080824	FALSE	unknown	2003-11-25	TRUE	HSP90AA1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000082898	FALSE	Phase I Clinical Trial	2010-09-14	TRUE	XPO1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000083312	FALSE	Phase I Clinical Trial	2005-06-27	TRUE	TNPO1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000087586	FALSE	Phase II Clinical Trial	2003-01-24	TRUE	AURKA
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000089685	FALSE	Phase I Clinical Trial	2003-11-19	TRUE	BIRC5
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000096968	FALSE	Phase II Clinical Trial	2003-01-24	TRUE	JAK2
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000097007	TRUE	Approved	1999-03-17	TRUE	ABL1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000097046	FALSE	Preclinical	2017-03-15	FALSE	CDC7
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000101336	FALSE	Phase I Clinical Trial	2007-10-29	FALSE	HCK
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000101868	TRUE	Approved	1993-08-15	TRUE	POLA1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000102096	FALSE	unknown	2006-11-29	TRUE	PIM2
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000102755	TRUE	Approved	1991-02-15	TRUE	FLT1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000104885	FALSE	Phase I Clinical Trial	2010-12-03	FALSE	DOT1L
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000105146	FALSE	Phase I Clinical Trial	2003-10-20	TRUE	AURKC
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000105397	FALSE	Preclinical	2015-03-19	FALSE	TYK2
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000105851	FALSE	Phase I Clinical Trial	2009-07-15	FALSE	PIK3CG
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000106462	FALSE	Phase I Clinical Trial	2016-03-18	FALSE	EZH2
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000108424	FALSE	Phase I Clinical Trial	2005-06-27	TRUE	KPNB1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000108443	FALSE	Phase I Clinical Trial	2005-06-27	TRUE	RPS6KB1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000108799	FALSE	Phase I Clinical Trial	2016-03-18	FALSE	EZH1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000109320	FALSE	unknown	1997-11-15	TRUE	NFKB1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000110092	FALSE	Phase I Clinical Trial	2007-05-16	TRUE	CCND1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000110448	FALSE	Preclinical	2016-08-09	FALSE	CD5
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000112715	FALSE	Phase II Clinical Trial	1991-02-15	FALSE	VEGFA
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000113575	FALSE	Preclinical	2014-08-21	TRUE	PPP2CA
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000113580	FALSE	Preclinical	2013-08-21	TRUE	NR3C1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000113721	FALSE	Phase II Clinical Trial	1991-02-15	FALSE	PDGFRB
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000115008	FALSE	Phase I Clinical Trial	2009-12-07	FALSE	IL1A
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000115419	FALSE	Phase I Clinical Trial	2013-05-02	FALSE	GLS
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000115758	FALSE	unknown	1994-03-15	TRUE	ODC1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000116044	FALSE	unknown	2004-11-18	TRUE	NFE2L2
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000116478	FALSE	Phase II Clinical Trial	2002-06-10	TRUE	HDAC1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000118058	FALSE	Preclinical	2015-03-13	FALSE	KMT2A
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000120156	TRUE	Approved	2006-01-19	FALSE	TEK
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000121858	FALSE	Phase II Clinical Trial	2009-06-03	FALSE	TNFSF10
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000121879	FALSE	unknown	1992-08-15	TRUE	PIK3CA
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000121966	FALSE	Phase II Clinical Trial	2008-06-19	TRUE	CXCR4
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000122025	TRUE	Approved	1991-02-15	TRUE	FLT3
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000123374	FALSE	Phase II Clinical Trial	2005-03-14	TRUE	CDK2
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000128052	FALSE	Phase II Clinical Trial	1991-02-15	TRUE	KDR
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000128602	FALSE	Phase II Clinical Trial	2006-10-19	TRUE	SMO
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000130816	FALSE	Phase I Clinical Trial	NA	TRUE	DNMT1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000131238	FALSE	unknown	1994-03-15	TRUE	PPT1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000131747	TRUE	Approved	1991-06-15	TRUE	TOP2A
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000132510	FALSE	Preclinical	2014-10-27	TRUE	KDM6B
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000133895	FALSE	Preclinical	2015-03-13	FALSE	MEN1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000134057	FALSE	Phase II Clinical Trial	1991-02-15	FALSE	CCNB1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000134058	FALSE	Preclinical	2013-05-03	FALSE	CDK7
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000134250	FALSE	Phase II Clinical Trial	2012-09-29	FALSE	NOTCH2
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000134460	FALSE	Phase I Clinical Trial	2001-03-14	TRUE	IL2RA
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000134470	FALSE	Phase II Clinical Trial	2010-10-05	FALSE	IL15RA
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000134853	TRUE	Approved	1999-03-17	TRUE	PDGFRA
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000135446	FALSE	Preclinical	2007-08-14	FALSE	CDK4
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000135679	FALSE	Phase I Clinical Trial	2007-11-29	TRUE	MDM2
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000136807	FALSE	Phase II Clinical Trial	2005-03-14	TRUE	CDK9
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000136997	FALSE	Phase I Clinical Trial	2012-09-20	FALSE	MYC
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000137193	FALSE	unknown	2006-11-29	TRUE	PIM1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000138160	FALSE	Phase I Clinical Trial	2006-01-13	TRUE	KIF11
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000140443	FALSE	unknown	2006-01-11	TRUE	IGF1R
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000141510	FALSE	Preclinical	2009-07-24	TRUE	TP53
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000141867	FALSE	Phase I Clinical Trial	2012-06-18	FALSE	BRD4
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000142208	FALSE	Phase I Clinical Trial	1992-08-15	TRUE	AKT1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000143384	FALSE	Phase II Clinical Trial	2002-05-27	FALSE	MCL1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000144744	FALSE	Phase I Clinical Trial	2007-04-27	FALSE	UBA3
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000146904	FALSE	unknown	2005-06-27	TRUE	EPHA1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000147099	FALSE	Phase I Clinical Trial	2008-07-31	FALSE	HDAC8
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000149295	FALSE	Phase II Clinical Trial	2009-06-03	FALSE	DRD2
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000149554	FALSE	Phase I Clinical Trial	NA	TRUE	CHEK1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000151247	FALSE	Phase I Clinical Trial	2007-05-16	TRUE	EIF4E
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000154229	FALSE	Phase II Clinical Trial	1991-02-15	FALSE	PRKCA
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000156508	FALSE	unknown	1994-03-15	TRUE	EEF1A1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000156738	FALSE	Preclinical	2003-01-06	TRUE	MS4A1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000157404	TRUE	Approved	1991-02-15	TRUE	KIT
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000159131	FALSE	Phase II Clinical Trial	1992-06-15	TRUE	GART
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000160867	TRUE	Approved	2006-01-19	FALSE	FGFR4
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000162434	FALSE	Phase II Clinical Trial	2006-12-01	FALSE	JAK1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000164305	FALSE	Phase I Clinical Trial	2001-12-19	TRUE	CASP3
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000164400	FALSE	Preclinical	2009-07-01	TRUE	CSF2
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000164885	FALSE	Phase II Clinical Trial	2005-03-14	TRUE	CDK5
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000165025	FALSE	Phase I Clinical Trial	2003-10-31	TRUE	SYK
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000165304	FALSE	Phase II Clinical Trial	2013-07-03	FALSE	MELK
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000166484	FALSE	unknown	2007-07-09	TRUE	MAPK7
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000166825	FALSE	Approved	2007-03-05	FALSE	ANPEP
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000166851	FALSE	Phase II Clinical Trial	2002-05-27	FALSE	PLK1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000167325	TRUE	Approved	1991-07-15	TRUE	RRM1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000167658	FALSE	Phase II Clinical Trial	2001-03-27	TRUE	EEF2
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000168522	FALSE	Phase II Clinical Trial	1997-06-15	TRUE	FNTA
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000168610	FALSE	Phase I Clinical Trial	2010-05-18	TRUE	STAT3
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000168685	FALSE	Preclinical	2011-07-13	FALSE	IL7R
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000168918	FALSE	Preclinical	2007-10-11	TRUE	INPP5D
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000169398	FALSE	unknown	NA	TRUE	PTK2
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000169925	FALSE	Phase I Clinical Trial	2012-06-18	FALSE	BRD3
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000170312	FALSE	Phase II Clinical Trial	2004-08-16	TRUE	CDK1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000171552	FALSE	Phase I Clinical Trial	2006-12-15	FALSE	BCL2L1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000171608	FALSE	Phase II Clinical Trial	2009-07-15	TRUE	PIK3CD
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000171720	FALSE	Phase I Clinical Trial	2008-07-31	FALSE	HDAC3
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000171791	FALSE	Phase I Clinical Trial	2006-12-15	FALSE	BCL2
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000171848	TRUE	Approved	1991-07-15	TRUE	RRM2
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000173585	FALSE	Preclinical	2017-07-17	FALSE	CCR9
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000173638	FALSE	Preclinical	1996-12-15	TRUE	SLC19A1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000175054	FALSE	Phase I Clinical Trial	2013-04-30	FALSE	ATR
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000176105	FALSE	Phase II Clinical Trial	2004-07-20	FALSE	YES1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000176890	TRUE	Approved	1992-06-15	TRUE	TYMS
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000177455	TRUE	Approved	1999-04-27	TRUE	CD19
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000177885	FALSE	Phase I Clinical Trial	NA	FALSE	GRB2
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000178999	FALSE	Phase II Clinical Trial	2003-01-24	TRUE	AURKB
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000182578	FALSE	Phase I Clinical Trial	2005-06-27	TRUE	CSF1R
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000182866	FALSE	Phase II Clinical Trial	2004-07-20	FALSE	LCK
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000184937	FALSE	unknown	2005-12-05	TRUE	WT1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000185291	FALSE	Phase I Clinical Trial	2014-04-03	FALSE	IL3RA
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000186088	FALSE	Phase I Clinical Trial	2007-01-08	TRUE	GSAP
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000186716	TRUE	Approved	1999-03-17	TRUE	BCR
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000196139	FALSE	Preclinical	2016-10-19	FALSE	AKR1C3
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000196591	FALSE	Phase II Clinical Trial	2002-06-10	FALSE	HDAC2
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000196664	FALSE	unknown	NA	TRUE	TLR7
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000196776	FALSE	Preclinical	2013-03-01	FALSE	CD47
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000196839	FALSE	Phase I Clinical Trial	1997-03-15	TRUE	ADA
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000197122	FALSE	Phase II Clinical Trial	2003-01-13	TRUE	SRC
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000197471	FALSE	unknown	2014-08-11	TRUE	SPN
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000198355	FALSE	unknown	2006-11-29	TRUE	PIM3
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000198793	FALSE	Phase I Clinical Trial	2005-06-27	TRUE	MTOR
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000198805	FALSE	unknown	2000-08-03	TRUE	PNP
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000198851	TRUE	Approved	1999-04-27	TRUE	CD3E
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000228716	TRUE	Approved	1992-06-15	TRUE	DHFR
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000239732	FALSE	Preclinical	2009-07-01	TRUE	TLR9
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000253729	FALSE	Phase I Clinical Trial	1999-03-31	TRUE	PRKDC
Precursor Cell Lymphoblastic Leukemia-Lymphoma	ENSG00000254087	FALSE	Phase II Clinical Trial	2004-07-20	TRUE	LYN
Premature Ejaculation	ENSG00000011677	FALSE	Preclinical	1994-05-15	TRUE	GABRA3
Premature Ejaculation	ENSG00000022355	FALSE	Preclinical	1994-05-15	TRUE	GABRA1
Premature Ejaculation	ENSG00000103546	FALSE	Phase III Clinical Trial	2007-08-13	TRUE	SLC6A2
Premature Ejaculation	ENSG00000108576	TRUE	Approved	1989-07-15	TRUE	SLC6A4
Premature Ejaculation	ENSG00000112038	FALSE	Pre-registration	2004-08-31	TRUE	OPRM1
Premature Ejaculation	ENSG00000116329	FALSE	Preclinical	2002-07-02	TRUE	OPRD1
Premature Ejaculation	ENSG00000138735	FALSE	Preclinical	2011-04-22	TRUE	PDE5A
Premature Ejaculation	ENSG00000147246	FALSE	Phase II Clinical Trial	1995-08-15	TRUE	HTR2C
Premature Ejaculation	ENSG00000151834	FALSE	Preclinical	1994-05-15	TRUE	GABRA2
Premature Ejaculation	ENSG00000160951	FALSE	Phase II Clinical Trial	1997-03-15	TRUE	PTGER1
Premature Ejaculation	ENSG00000164270	FALSE	Preclinical	NA	TRUE	HTR4
Premature Ejaculation	ENSG00000166736	FALSE	Phase II Clinical Trial	1999-09-08	TRUE	HTR3A
Premature Ejaculation	ENSG00000169432	TRUE	Approved	2005-08-10	FALSE	SCN9A
Premature Ejaculation	ENSG00000176884	FALSE	Preclinical	2011-07-18	TRUE	GRIN1
Premature Ejaculation	ENSG00000180914	FALSE	Phase II Clinical Trial	2010-02-26	TRUE	OXTR
Premature Ejaculation	ENSG00000186297	FALSE	Preclinical	1994-05-15	TRUE	GABRA5
Premenstrual Dysphoric Disorder	ENSG00000082175	FALSE	Preclinical	2009-06-12	TRUE	PGR
